Game Title,Console,Genre,Publisher,Developer,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq
Darkened Skye,GC,Adventure,Simon & Schuster Interactive,Boston Animation,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2002,7,1
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,Adventure,FuRyu Corporation,FuRyu Corporation,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,38,9
Bakumatsu Koihana: Shinsengumi DS,DS,Adventure,D3 Publisher,Vridge Inc.,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,195,6
Kana: Imouto,PSP,Adventure,CyberFront,CyberFront,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,24,9
Apollo Justice: Ace Attorney,3DS,Adventure,Capcom,Capcom,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,437,294
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,Adventure,CyberFront,CyberFront,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,24,9
Fullmetal Alchemist: Prince of the Dawn,Wii,Adventure,Square Enix,Square Enix,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,209,105
H2O+: Footprints in the Sand,PS2,Adventure,Kadokawa Shoten,Regista,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,51,5
Sekirei: Mirai Kara no Okurimono,PS2,Adventure,Alchemist,Alchemist,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,47,37
Ishin Renka: Ryouma Gaiden,PSP,Adventure,D3 Publisher,Vridge,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,195,6
Hakuoki: Stories of the Shinsengumi,PS3,Adventure,Aksys Games,Idea Factory,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2014,105,126
Hanasaku Manimani,PSV,Adventure,5pb,5pb. Inc.,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,112,33
ef - a fairy tale of the two.,PS2,Adventure,Comfort,minori,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,6,1
FairlyLife: MiracleDays,PSP,Adventure,Piacci,Piacci,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,5,3
Death Connection Portable,PSP,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,196,126
Moe Moe 2-Ji Daisenryaku 2,PSP,Adventure,System Soft,System Soft,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,16,13
"Kono Oozora ni, Tsubasa o Hirogete: Cruise Sign",PSV,Adventure,5pb,Unknown,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2016,112,439
Real Crimes: The Unicorn Killer,DS,Adventure,Unknown,Licensed 4U,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2011,210,6
Really? Really! DS,DS,Adventure,Kadokawa Shoten,Kadokawa Shoten,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,51,25
Touch Detective 3: Does Funghi Dream of Bananas?,3DS,Adventure,Success,Success,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,11,24
No Fate! Only the Power of Will,X360,Adventure,Alchemist,Alchemist,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,47,37
Mystery Legends: Beauty and the Beast,PC,Adventure,Focus Multimedia,Big Fish Games,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2012,8,32
"Hanayaka Kana, Ware ga Ichizoku",PSP,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126
Myself; Yourself,PS2,Adventure,Yeti,Yeti,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,14,10
Starry Sky: Spring Stories,PSV,Adventure,honeybee,Unknown,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2016,6,439
To Heart Portable,PSP,Adventure,Aquaplus,Aqua Plus,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,15,15
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,Adventure,Alchemist,Alchemist,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,47,37
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,Adventure,ChunSoft,ChunSoft,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2006,17,28
Occultic;Nine,PSV,Adventure,5pb,5pb. Inc.,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,112,33
Harry Potter and the Chamber of Secrets,PC,Adventure,Electronic Arts,KnowWonder,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2002,843,4
Jake Hunter Detective Story: Prism of Eyes,PS4,Adventure,Arc System Works,Arc System Works,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2018,36,75
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,Adventure,Datam Polystar,Datam Polystar,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,2,2
Mystereet,PS2,Adventure,Yeti,Abel Software,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2006,14,4
Nora to Koujo to Noraneko Heart,PSV,Adventure,Harukaze,Harukaze,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,3,3
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126
Small Town Terrors - Galdor's Bluff,PC,Adventure,GSP,GSP,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2016,11,6
Vitamin Y,DS,Adventure,D3 Publisher,HuneX,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,195,21
Memories Off #5: Togireta Film,PSP,Adventure,5pb,5pb. Games,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,112,32
Lucian Bee's: Resurrection Supernova,PS2,Adventure,5pb,HuneX,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,112,21
Ken ga Kimi: Momoyo Tsuzuri,PSV,Adventure,Rejet,Unknown,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2016,6,439
Captain Rainbow,Wii,Adventure,Nintendo,skip Ltd.,7.0,0.01,0.0,0.01,0.0,0.0,2008,383,9
Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,PS4,Adventure,5pb,MAGES,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,112,4
Taishou Mebiusline: Teito Bibouroku Hare,PSV,Adventure,Dramatic Create,Dramatic Create,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,26,16
"Tsumigui: Sen no Noroi, Sen no Inori for V",PSV,Adventure,Dramatic Create,Dramatic Create,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,26,16
Tenjin Ranman: Happy GO Lucky!!,PSP,Adventure,Russel,Russel,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,9,8
"Element Girl: Love, Fashion and Friends",DS,Adventure,DTP Entertainment,Edios Interactive,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2008,19,1
Flowers,PSV,Adventure,Prototype,Prototype,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,53,28
Jake Hunter Detective Story: Prism of Eyes,NS,Adventure,Arc System Works,Arc System Works,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2018,36,75
Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,Adventure,Marvelous Interactive,Marvelous Interactive,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,46,56
Heart no Kuni no Alice,PS2,Adventure,Prototype,Prototype,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,53,28
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set,PS4,Adventure,5pb,5pb. Inc.,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,112,33
Alone in the Dark (2008),PC,Adventure,Atari,Eden Studios,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2008,335,12
Vitamin X,PS2,Adventure,D3 Publisher,HuneX,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,195,21
Time Leap,X360,Adventure,Prototype,Prototype,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,53,28
"Shinobi, Koi Utsutsu: Kanmitsu Hana Emaki",PSV,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,196,126
Routes PE,PS2,Adventure,Aquaplus,Aquaplus,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,15,11
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,Adventure,D3 Publisher,D3 Publisher,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,195,24
Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,PS4,Adventure,5pb,5pb. Inc.,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,112,33
Gobliiins 4,PC,Adventure,Kalypso,Societe Pollene,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,23,1
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,Adventure,CyberFront,CyberFront,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,24,9
Wand of Fortune,PS2,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,196,126
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126
Occultic;Nine,PS4,Adventure,5pb,5pb. Inc.,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,112,33
Cake-ya San Monogatari: Ooishii Sweets o Tsukurou!,3DS,Adventure,Nippon Columbia,Nippon Columbia,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,16,16
CSI: Hard Evidence,PC,Adventure,Ubisoft,Telltale Games,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2007,1012,59
Wand of Fortune: Mirai e no Prologue,PS2,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126
Heart no Kuni no Alice,PSP,Adventure,Prototype,Prototype,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,53,28
Memories Off,PSP,Adventure,5pb,5pb. Games,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,112,32
Myst IV: Revelation,PC,Adventure,Ubisoft,Ubisoft Montreal,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2004,1012,172
Hayarigami 3: Keishichou Kaii Jiken File,PSP,Adventure,Nippon Ichi Software,Nippon Ichi Software,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,54,87
Canvas 3: Nanairo no Kiseki,PSP,Adventure,GN Software,HuneX,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,9,21
Mermaid Gothic,PSP,Adventure,Quinrose,QuinRose,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,28,19
"Asaki, Yumemishi",PSP,Adventure,Quinrose,QuinRose,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,28,19
Kamiyo Gakuen Makorouku Kurunugia,PS2,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,196,126
Satomi Hakkenden: Hamaji Himenoki,PSP,Adventure,Quinrose,QuinRose,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,28,19
Gakuen Alice: KiraKira * Memory Kiss,PS2,Adventure,Kids Station,Kids Station,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2006,2,1
Agatha Christie: Peril at End House,PC,Adventure,DreamCatcher Interactive,Oberon Media,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,62,4
Scarlett: Nichijou no Kyoukaisen,PS2,Adventure,Kadokawa Shoten,Alchemist,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,51,37
Neo Angelique Special,PSP,Adventure,KOEI,Koei,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,158,89
Real Rode,PS2,Adventure,Kadokawa Shoten,Kadokawa Shoten,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,51,25
15 Days,PC,Adventure,DTP Entertainment,House of Tales,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,19,2
Muv-luv Photonmelodies,PS3,Adventure,5pb,5pb. Inc.,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,112,33
Garnet Cradle Portable: Kagi no Himiko,PSP,Adventure,Idea Factory,Otomate,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,196,21
Pia Carrot e Youkoso!! G.P. Gakuen Princess,PS2,Adventure,GN Software,Cocktail Soft,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,9,2
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,Adventure,Russel,Rusell,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,9,1
Hoshizora no Comic Garden,DS,Adventure,D3 Publisher,HuneX,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,195,21
Time Travelers,PSP,Adventure,Level 5,Level 5,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2012,32,46
Hatsuyuki Sakura,PSV,Adventure,Entergram,Unknown,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,20,439
Sweet Honey Coming,PS2,Adventure,Kadokawa Shoten,Kadokawa Shoten,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,51,25
Psychic Detective,PS,Adventure,Electronic Arts,Colossal Pictures,7.101890450799806,0.01,0.01,0.0,0.0,0.0,1995,843,1
Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,Adventure,Alchemist,Chuable Soft,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,47,1
Kanokon: Esuii,PS2,Adventure,5pb,Genterprise,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,112,12
Case Closed: One Truth Prevails,Wii,Adventure,Nobilis,Marvelous Interactive,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,5,56
Wagamama High Spec,PSV,Adventure,iMel,iMel,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,1,1
Naraku no Shiro,PS2,Adventure,Nippon Ichi Software,FOG (Full On Games),7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,54,3
Shinigami to Shoujo,PSP,Adventure,Takuyo,Takuyo,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,6,6
NUGA-CEL!,PS2,Adventure,Idea Factory,Lupinus,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,196,5
Utsusemi no Mawari,PSV,Adventure,Matatabi,Matatabi,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,1,1
Love of Renai Koutei of Love!,PSV,Adventure,Entergram,Entergram,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,20,12
Legacy of Kain: Defiance,PC,Adventure,Eidos Interactive,Crystal Dynamics,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2003,209,45
Tayutama: Kiss on my Deity,X360,Adventure,5pb,Lump of Sugar,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,112,2
Teikoku Kaleido: Kakumei no Rondo,PSV,Adventure,Dramatic Create,Dramatic Create,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,26,16
Fata Morgana no Kan: Collected Edition,PSV,Adventure,Dramatic Create,Unknown,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,26,439
Vampire Saga: Welcome to Hell Lock,PC,Adventure,Alawar Entertainment,"Alawar Entertainment, Inc.",7.101890450799806,0.01,0.0,0.0,0.01,0.0,2011,6,7
Fortissimo,PSV,Adventure,Otomate Idea Factory,Kadokawa Games,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2018,1,25
Fushigi Yuugi: Suzaku Ibun,PS2,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,196,126
Chouchou Jiken Rhapsodic,PSV,Adventure,Idea Factory,RED Entertainment,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,196,21
Edel Blume,PS2,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,196,126
Sherlock Holmes vs. Jack the Ripper,PC,Adventure,Focus Home Interactive,Frogwares,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,81,13
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,PC,Adventure,Activision,Gunnar Games,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,1044,6
Arabians Lost: The Engagement on Desert,DS,Adventure,Prototype,QuinRose,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,53,19
Little Anchor,PS2,Adventure,D3 Publisher,D3 Publisher,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,195,24
Puffins: Island Adventure,DS,Adventure,Majesco,Other Ocean Interactive,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2009,227,9
Dear Girl: Stories Hibiki - Hibiki Tokkun Daisakusen!,DS,Adventure,ASCII Media Works,ASCII Media Works,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,10,11
Mitsu x Mitsu Drops: Love x Love Honey Life,PS2,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2006,196,126
Majin Tantei Nougami Neuro: Neuro to Miko no Bishoku Sanmai,DS,Adventure,Marvelous Interactive,Marvelous Interactive,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,46,56
Grisaia no Rakuen: Le Eden de la Grisaia,PSP,Adventure,Prototype,Prototype,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,53,28
Urakata Hakuouki: Akatsuki no Shirabe,PSP,Adventure,Idea Factory,ZeroDiv,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,196,9
Memories Off 6: T-Wave,PSP,Adventure,5pb,5pb. Games,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,112,32
Side Kicks!,PSV,Adventure,Nippon Ichi Software,Unknown,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,54,439
Bamboo Blade: Sorekara no Chousen,PSP,Adventure,Gadget Soft,Gadget Soft,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,3,3
No Fate! Only the Power of Will,PSP,Adventure,Alchemist,Alchemist,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,47,37
Memories Off 2nd,PSP,Adventure,5pb,5pb. Games,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,112,32
RepKiss,PSV,Adventure,Entergram,Entergram,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,20,12
Satomi Hakkenden: Murasame Marunoki,PSP,Adventure,Quinrose,QuinRose,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2015,28,19
Sea Monsters: A Prehistoric Adventure,DS,Adventure,DSI Games,Atomic Planet Entertainment,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2008,46,16
Yuuzai x Muzai,DS,Adventure,Namco Bandai,Bandai Namco Games,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,333,209
Witch's Wish,DS,Adventure,Natsume,Tryfirst,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,78,4
Memories Off: Sorekara,PSP,Adventure,5pb,5pb. Games,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,112,32
Hoshizora * Planet: One Small Step For...,PSP,Adventure,CyberFront,CyberFront,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2011,24,9
Shuumatsu Otome Gensou Alicematic Apocalypse,PS2,Adventure,Russel,Russel,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,9,8
D.C. Girl's Symphony Pocket,PSP,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126
Days of Memories 3,DS,Adventure,SNK Playmore,SNK Playmore Corporation,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,42,43
Renai 0 Kilometer,PSV,Adventure,Kaga Create,ASa Project,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,7,2
Monobeno: Pure Smile,PSV,Adventure,HuneX,Dramatic Create,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,3,16
Momotsuki: Koufuu no Misasagi-Ou,PS2,Adventure,Kadokawa Shoten,Kadokawa Shoten,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,51,25
The Tiny Bang Story,PC,Adventure,Unknown,Colibri Games,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2011,210,1
The Adventures of Tintin: The Game,PC,Adventure,Ubisoft,Ubisoft,7.101890450799806,0.01,0.0,0.0,0.0,0.0,2011,1012,196
Akiba's Trip 2+A,PS4,Adventure,Acquire,Acquire,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,16,33
Date A Live: Rio Reincarnation HD,PS4,Adventure,Compile Heart,Compile Heart,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,23,47
Chronicles of Mystery: The Scorpio Ritual,PC,Adventure,City Interactive,Navarre Corporation,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2008,29,1
Bratz: Forever Diamondz,GBA,Adventure,THQ,Barking Lizards,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2006,726,2
Secret Files 2: Puritas Cordis,DS,Adventure,Deep Silver,Fusionsphere Systems / Animation Arts,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2009,115,6
Harakuju Tantei Gakuen: Steel Wood,PSP,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2010,196,126
Harry Potter and the Goblet of Fire,PC,Adventure,Electronic Arts,Electronic Arts,6.7,0.01,0.0,0.0,0.01,0.0,2005,843,63
Kira * Kira: Rock 'n' Roll Show,PS2,Adventure,Princess Soft,Princess Soft,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,6,6
Moujuu-Tachi to Ohimesama: In Blossom,PSV,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,196,126
Myself; Yourself: Sorezore no Finale,PS2,Adventure,Yeti,Yeti,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,14,10
Karumaruka Circle,PSV,Adventure,Entergram,Entergram,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,20,12
Ouran Koukou Host Bu DS,DS,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,196,126
Rosario to Vampire CAPU 2: Koi to Yume no Kyousoukyoku,PS2,Adventure,Compile Heart,Compile Heart,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,23,47
Darkness and Sorrow: 5 Game Pack,PC,Adventure,Focus Multimedia,Focus Multimedia,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2014,8,3
The City of Lost Children,PS,Adventure,Psygnosis,Psygnosis,4.9,0.01,0.0,0.0,0.0,0.0,1997,22,14
Pirates of Black Cove,PC,Adventure,Paradox Interactive,Nitro Games,5.5,0.01,0.0,0.0,0.01,0.0,2011,47,4
Shinkyouku Soukai Polyphonica: 3&4 Hanashi Kanketsuhen,PS2,Adventure,Prototype,Visual Arts,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,53,10
Rewrite: Harvest Festa!,PSV,Adventure,Prototype,Prototype,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,53,28
Soukai Buccaneers,PSV,Adventure,Unknown,Unknown,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2014,210,439
Captain Earth: Mind Labyrinth,PSV,Adventure,Namco Bandai Games,Namco Bandai Games,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2015,327,123
Beyond the Legend - Mysteries of Olympus,PC,Adventure,GSP,Big Fish Games,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2016,11,32
Clear: Atarashii Kaze no Fuku Oka de,PS2,Adventure,Sweets,Moonstone,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,3,2
Simple DS Series Vol. 47: The Suiri: Shinshou 2009,DS,Adventure,D3 Publisher,Tomcat System,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,195,7
Canvas 3: Tanshoku no Pastel,PS2,Adventure,GN Software,GN Software,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,9,5
DS Dengeki Bunko ADV: Baccano!,DS,Adventure,Media Works,Media Works,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,6,2
NG,PSV,Adventure,Experience Inc.,Experience Inc.,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2018,6,14
Timepiece Ensemble,PSV,Adventure,Entergram,Unknown,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,20,439
Memories Off: AfterRain,PSP,Adventure,5pb,5pb. Games,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,112,32
Sakura Note: Imanitsu na Garu Mirai,DS,Adventure,Marvelous Interactive,Marvelous Interactive,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,46,56
Heaven's Hope,PC,Adventure,EuroVideo Medien,Mosaic,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2016,2,1
Hoshiiro no Okurimono,PS2,Adventure,Takuyo,Takuyo,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2007,6,6
Kurayami no Hate de Kimi o Matsu,DS,Adventure,D3 Publisher,D3 Publisher,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,195,24
Final Approach 2: 1st Priority Portable,PSP,Adventure,Princess Soft,Princess Soft,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,6,6
Syberia 2,NS,Adventure,Microids,Microids,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2017,17,16
Journey to the Center of the Earth,DS,Adventure,THQ,Midway Games,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2008,726,36
Lost Identities,DS,Adventure,SVG Distribution,dtp entertainment AG,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2011,5,2
Suigetsu Portable,PSP,Adventure,GN Software,GN Software,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,9,5
Curse: The Eye of Isis,XB,Adventure,DreamCatcher Interactive,Asylum Entertainment,7.101890450799806,0.01,0.01,0.0,0.0,0.0,2003,62,11
Hakuouki 3D,3DS,Adventure,Aksys Games,Idea Factory,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2013,105,126
Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File,PS2,Adventure,Abel,Abel Software,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,3,4
Simple DS Series Vol. 45: The Misshitsukara no Dasshutsu 2,DS,Adventure,D3 Publisher,Intense,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2008,195,3
Dark Parables: The Little Mermaid and the Purple Tide,PC,Adventure,Astragon,Big Fish Games,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2016,2,32
Kurenai no Homura: Sanada Ninpou Chou,PSV,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2018,196,126
Leisure Suit Larry: Wet Dreams Don't Dry,PC,Adventure,Assemble Entertainment,CrazyBunch,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2018,1,1
Shin Hisui no Shizuku: Hiiro no Kakera 2,PS2,Adventure,Idea Factory,Idea Factory,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2009,196,126
Tsuihou Senkyo,PSV,Adventure,Nippon Ichi Software,Nippon Ichi Software,7.101890450799806,0.01,0.0,0.01,0.0,0.0,2017,54,87
Haunted Hotel: Ancient Curse,PC,Adventure,Big Fish Games,Astragon,7.101890450799806,0.01,0.0,0.0,0.01,0.0,2016,26,6
