Game Title,Console,Genre,Publisher,Developer,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq,Decade,NA Share,EU Share,JP Share,Other Share,Is Recent,Game Quality,Game Quality Encoded
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,Misc,Daito,Daito,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,2006,0.0028763183125599,0.0045662100456621,2000,0.0,0.0,11.447887323943844,0.0,0,Medium,1
Muppets Party Cruise,PS2,Misc,TDK Mediactive,Mass Media,0.6779878278666451,0.0024606299212598,0.0030737704918032,0.0,0.0020304568527918,0.0032051282051282,2003,0.0364333652924256,0.0502283105022831,2000,1.249180327868842,0.8251776649746019,0.0,1.302564102564123,0,Medium,1
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,Misc,D3 Publisher,Bisty,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,2010,0.1860019175455417,0.0273972602739726,2010,0.0,0.0,11.447887323943844,0.0,0,Medium,1
The Document of Metal Gear Solid 2,PS2,Misc,Konami,Konami Computer Entertainment Japan,0.6779878278666451,0.0024606299212598,0.0030737704918032,0.0,0.0020304568527918,0.0032051282051282,2002,0.7363374880153403,0.0319634703196347,2000,1.249180327868842,0.8251776649746019,0.0,1.302564102564123,0,Medium,1
Birthdays the Beginning,PS4,Misc,NIS America,Arc System Works,0.6779878278666451,0.0024606299212598,0.0051229508196721,0.0,0.0,0.0032051282051282,2017,0.1323106423777564,0.1689497716894977,2010,2.0819672131147775,0.0,0.0,1.302564102564123,1,Medium,1
Atari Flashback Classics: Volume 1,XOne,Misc,Atari,Atari,0.6779878278666451,0.0029527559055118,0.0061475409836065,0.0,0.0,0.0032051282051282,2016,0.3202301054650047,0.1621004566210045,2010,2.0819672131147424,0.0,0.0,1.0854700854700876,1,Medium,1
Policenauts,3DO,Adventure,Konami,Konami,0.6779878278666451,0.0024606299212598,0.0,0.028169014084507,0.0,0.0,1995,0.7363374880153403,0.9315068493150684,1990,0.0,0.0,11.447887323943844,0.0,0,Medium,1
Outcast: Second Contact,PS4,Adventure,Maximum Games,Bigben Interactive,0.6779878278666451,0.0024606299212598,0.0051229508196721,0.0,0.0,0.0032051282051282,2017,0.0354745925215723,0.0182648401826484,2010,2.0819672131147775,0.0,0.0,1.302564102564123,1,Medium,1
Rooms: The Main Building,Wii,Adventure,Hudson Soft,Hudson Soft,0.6666666666666665,0.0024606299212598,0.0051229508196721,0.0,0.0,0.0,2010,0.0805369127516778,0.2397260273972602,2010,2.0819672131147775,0.0,0.0,0.0,0,Medium,1
Myst III: Exile,XB,Adventure,Ubisoft,Presto Studios,0.6779878278666451,0.0024606299212598,0.0040983606557377,0.0,0.0010152284263959,0.0,2002,0.969319271332694,0.0068493150684931,2000,1.66557377049183,0.4125888324873009,0.0,0.0,0,Medium,1
